Created as New Dataset,Sample 004 By Administrator Date Thursday, December 10 2020
cm-1,%T
2808.00,90.44
2807.00,90.46
2806.00,90.48
2805.00,90.51
2804.00,90.53
2803.00,90.54
2802.00,90.53
2801.00,90.52
2800.00,90.53
2799.00,90.55
2798.00,90.57
2797.00,90.59
2796.00,90.61
2795.00,90.65
2794.00,90.68
2793.00,90.69
2792.00,90.70
2791.00,90.70
2790.00,90.73
2789.00,90.76
2788.00,90.78
2787.00,90.80
2786.00,90.81
2785.00,90.82
2784.00,90.82
2783.00,90.83
2782.00,90.81
2781.00,90.79
2780.00,90.78
2779.00,90.79
2778.00,90.82
2777.00,90.87
2776.00,90.91
2775.00,90.96
2774.00,90.99
2773.00,91.00
2772.00,90.99
2771.00,90.99
2770.00,91.01
2769.00,91.02
2768.00,91.02
2767.00,91.03
2766.00,91.04
2765.00,91.07
2764.00,91.11
2763.00,91.16
2762.00,91.19
2761.00,91.19
2760.00,91.18
2759.00,91.17
2758.00,91.16
2757.00,91.16
2756.00,91.16
2755.00,91.15
2754.00,91.15
2753.00,91.14
2752.00,91.15
2751.00,91.17
2750.00,91.18
2749.00,91.19
2748.00,91.21
2747.00,91.22
2746.00,91.24
2745.00,91.24
2744.00,91.22
2743.00,91.21
2742.00,91.21
2741.00,91.24
2740.00,91.28
2739.00,91.34
2738.00,91.39
2737.00,91.42
2736.00,91.42
2735.00,91.41
2734.00,91.39
2733.00,91.38
2732.00,91.37
2731.00,91.36
2730.00,91.36
2729.00,91.36
2728.00,91.38
2727.00,91.40
2726.00,91.42
2725.00,91.42
2724.00,91.42
2723.00,91.41
2722.00,91.39
2721.00,91.36
2720.00,91.35
2719.00,91.36
2718.00,91.40
2717.00,91.46
2716.00,91.50
2715.00,91.53
2714.00,91.54
2713.00,91.54
2712.00,91.54
2711.00,91.53
2710.00,91.53
2709.00,91.54
2708.00,91.55
2707.00,91.57
2706.00,91.59
2705.00,91.60
2704.00,91.60
2703.00,91.60
2702.00,91.59
2701.00,91.58
2700.00,91.58
2699.00,91.56
2698.00,91.55
2697.00,91.55
2696.00,91.57
2695.00,91.59
2694.00,91.60
2693.00,91.61
2692.00,91.63
2691.00,91.67
2690.00,91.71
2689.00,91.72
2688.00,91.70
2687.00,91.68
2686.00,91.67
2685.00,91.68
2684.00,91.69
2683.00,91.68
2682.00,91.67
2681.00,91.65
2680.00,91.65
2679.00,91.66
2678.00,91.67
2677.00,91.68
2676.00,91.69
2675.00,91.69
2674.00,91.71
2673.00,91.72
2672.00,91.73
2671.00,91.74
2670.00,91.74
2669.00,91.74
2668.00,91.73
2667.00,91.72
2666.00,91.72
2665.00,91.73
2664.00,91.73
2663.00,91.73
2662.00,91.71
2661.00,91.68
2660.00,91.67
2659.00,91.68
2658.00,91.69
2657.00,91.68
2656.00,91.65
2655.00,91.62
2654.00,91.60
2653.00,91.60
2652.00,91.62
2651.00,91.66
2650.00,91.69
2649.00,91.70
2648.00,91.67
2647.00,91.64
2646.00,91.63
2645.00,91.65
2644.00,91.67
2643.00,91.69
2642.00,91.69
2641.00,91.67
2640.00,91.66
2639.00,91.66
2638.00,91.66
2637.00,91.67
2636.00,91.66
2635.00,91.66
2634.00,91.64
2633.00,91.62
2632.00,91.60
2631.00,91.61
2630.00,91.63
2629.00,91.64
2628.00,91.63
2627.00,91.61
2626.00,91.60
2625.00,91.60
2624.00,91.61
2623.00,91.61
2622.00,91.62
2621.00,91.63
2620.00,91.62
2619.00,91.59
2618.00,91.56
2617.00,91.55
2616.00,91.56
2615.00,91.58
2614.00,91.58
2613.00,91.58
2612.00,91.57
2611.00,91.58
2610.00,91.60
2609.00,91.59
2608.00,91.56
2607.00,91.54
2606.00,91.55
2605.00,91.59
2604.00,91.63
2603.00,91.64
2602.00,91.63
2601.00,91.61
2600.00,91.59
2599.00,91.57
2598.00,91.55
2597.00,91.54
2596.00,91.56
2595.00,91.60
2594.00,91.63
2593.00,91.63
2592.00,91.60
2591.00,91.60
2590.00,91.63
2589.00,91.68
2588.00,91.68
2587.00,91.63
2586.00,91.56
2585.00,91.49
2584.00,91.48
2583.00,91.50
2582.00,91.55
2581.00,91.59
2580.00,91.59
2579.00,91.56
2578.00,91.51
2577.00,91.49
2576.00,91.49
2575.00,91.52
2574.00,91.56
2573.00,91.61
2572.00,91.64
2571.00,91.65
2570.00,91.64
2569.00,91.61
2568.00,91.58
2567.00,91.55
2566.00,91.54
2565.00,91.54
2564.00,91.54
2563.00,91.55
2562.00,91.55
2561.00,91.56
2560.00,91.57
2559.00,91.58
2558.00,91.59
2557.00,91.59
2556.00,91.58
2555.00,91.58
2554.00,91.58
2553.00,91.58
2552.00,91.58
2551.00,91.57
2550.00,91.54
2549.00,91.50
2548.00,91.47
2547.00,91.46
2546.00,91.47
