Created as New Dataset,Sample 002 By Administrator Date Tuesday, December 15 2020
cm-1,%T
2640.00,94.51
2639.00,94.46
2638.00,94.42
2637.00,94.41
2636.00,94.43
2635.00,94.45
2634.00,94.48
2633.00,94.50
2632.00,94.52
2631.00,94.55
2630.00,94.57
2629.00,94.59
2628.00,94.61
2627.00,94.65
2626.00,94.70
2625.00,94.73
2624.00,94.74
2623.00,94.73
2622.00,94.69
2621.00,94.63
2620.00,94.58
2619.00,94.56
2618.00,94.57
2617.00,94.58
2616.00,94.58
2615.00,94.57
2614.00,94.58
2613.00,94.61
2612.00,94.67
2611.00,94.73
2610.00,94.75
2609.00,94.74
2608.00,94.71
2607.00,94.69
2606.00,94.68
2605.00,94.69
2604.00,94.73
2603.00,94.79
2602.00,94.83
2601.00,94.83
2600.00,94.76
2599.00,94.68
2598.00,94.60
2597.00,94.56
2596.00,94.57
2595.00,94.63
2594.00,94.71
2593.00,94.77
2592.00,94.80
2591.00,94.81
2590.00,94.83
2589.00,94.86
2588.00,94.89
2587.00,94.92
2586.00,94.91
2585.00,94.89
2584.00,94.86
2583.00,94.83
2582.00,94.82
2581.00,94.83
2580.00,94.85
2579.00,94.86
2578.00,94.85
2577.00,94.85
2576.00,94.88
2575.00,94.93
2574.00,94.94
2573.00,94.90
2572.00,94.85
2571.00,94.82
2570.00,94.82
2569.00,94.84
2568.00,94.86
2567.00,94.90
2566.00,94.93
2565.00,94.94
2564.00,94.92
2563.00,94.91
2562.00,94.90
2561.00,94.89
2560.00,94.89
2559.00,94.88
2558.00,94.87
2557.00,94.84
2556.00,94.82
2555.00,94.85
2554.00,94.92
2553.00,94.98
2552.00,95.02
2551.00,95.00
2550.00,94.96
2549.00,94.92
2548.00,94.91
2547.00,94.93
2546.00,94.94
2545.00,94.92
2544.00,94.88
2543.00,94.89
2542.00,94.96
2541.00,95.05
2540.00,95.12
2539.00,95.15
2538.00,95.11
2537.00,95.04
2536.00,94.95
2535.00,94.88
2534.00,94.85
2533.00,94.86
2532.00,94.88
2531.00,94.91
2530.00,94.94
2529.00,94.95
2528.00,94.94
2527.00,94.92
2526.00,94.90
2525.00,94.89
2524.00,94.91
2523.00,94.94
2522.00,94.96
2521.00,94.97
2520.00,94.96
2519.00,94.93
2518.00,94.90
2517.00,94.86
2516.00,94.84
2515.00,94.87
2514.00,94.91
2513.00,94.93
2512.00,94.92
2511.00,94.87
2510.00,94.83
2509.00,94.81
2508.00,94.81
2507.00,94.84
2506.00,94.89
2505.00,94.91
2504.00,94.91
2503.00,94.89
2502.00,94.88
